limit_cgroup,vm_view_mem_total,vm_view_mem_available,vm_view_memory_used,host_view_vm_memory_used,host_view_vm_current_swap,vm_view_response_time,icmp_response_time,bw_down,bw_up
1610612736.0,2058121216.0,1139810304.0,918310912.0,1491730432.0,1302499328.0,41.7275,1.5916824340820312,12.524325847625732,0.4927806854248047
1610612736.0,2058121216.0,1101705216.0,956416000.0,1534099456.0,1282576384.0,62.631,2.100229263305664,17.795312881469727,0.6467685699462891
1610612736.0,2058121216.0,1062006784.0,996114432.0,1610493952.0,1222283264.0,47.0775,2.1135807037353516,15.170949935913086,0.6139521598815918
1610612736.0,2058121216.0,1062498304.0,995622912.0,1609732096.0,1200787456.0,82.892,1.7766952514648438,25.737974166870117,0.8732528686523438
1610612736.0,2058121216.0,1031569408.0,1026551808.0,1610514432.0,1181126656.0,94.423,2.531766891479492,26.839275360107422,1.0135889053344727
1610612736.0,2058121216.0,1018142720.0,1039978496.0,1610350592.0,1166970880.0,68.864,2.4251937866210938,21.907512664794922,0.7265844345092773
1610612736.0,2058121216.0,937738240.0,1120382976.0,1609678848.0,1142091776.0,66.635,16.26753807067871,21.29554271697998,0.7668685913085938
1073741824.0,2058121216.0,879857664.0,1178263552.0,671342592.0,1950425088.0,975.645,23.59318733215332,63.098050117492676,3.462977409362793
1073741824.0,2058121216.0,835780608.0,1222340608.0,769359872.0,1883316224.0,313.384,1.1577606201171875,72.21285724639893,2.8306331634521484
1610612736.0,2058121216.0,792924160.0,1265197056.0,862408704.0,1826430976.0,254.003,3.0608177185058594,62.84060764312744,2.363525390625
1610612736.0,2058121216.0,764964864.0,1293156352.0,916652032.0,1787371520.0,176.63,3.710508346557617,43.77065563201904,1.668440818786621
1610612736.0,2058121216.0,749756416.0,1308364800.0,950747136.0,1766924288.0,98.01,3.345489501953125,27.304194450378418,0.9996767044067383
1610612736.0,2058121216.0,723881984.0,1334239232.0,984739840.0,1740709888.0,122.856,2.7914047241210938,38.56395149230957,1.2790699005126953
2147483648.0,2058121216.0,696610816.0,1361510400.0,1029517312.0,1709776896.0,162.121,6.371021270751953,48.69584655761719,1.580143928527832
2147483648.0,2058121216.0,699322368.0,1358798848.0,1060515840.0,1686446080.0,118.757,1.7991065979003906,31.294079780578613,1.1409358978271484
2147483648.0,2058121216.0,668131328.0,1389989888.0,1097998336.0,1660231680.0,122.621,1.3041496276855469,31.592958450317383,1.1569738388061523
2147483648.0,2058121216.0,647069696.0,1411051520.0,1127084032.0,1636638720.0,108.802,4.042625427246094,32.149200439453125,1.1574268341064453
2147483648.0,2058121216.0,615395328.0,1442725888.0,1165697024.0,1613045760.0,112.961,2.5653839111328125,32.28873634338379,1.1776800155639648
2147483648.0,2058121216.0,607858688.0,1450262528.0,1188601856.0,1593647104.0,93.855,3.6771297454833984,26.50956630706787,0.9715776443481445
